month,order_id,order_no_uid,uid,nhom,tag,ly_do_vao_list,ngay_mua,ngay_kich_hoat,remaining,so_buoi_hien_tai,last_study,idle_ngay,sale_ban_don,team_sale_ban,sale_quan_ly,team_sale_quan_ly,teacher,gia_tri_don_cu,da_gia_han_M90,da_gia_han_vo_han,order_id_moi,ngay_gia_han,gia_tri_don_gia_han,nguon_gia_han,so_ngay_den_gia_han,run_date
2026-08,747265033769218,13,3202602751,Đến hạn,Normal,"1-20, idle<=90",2026-05-23,2026-05-25 22:00:53,8,7,2026-08-01 21:30:00,-1.0,Tran Thi Son,Inhouse 1,Tran Thi Son,Inhouse 1,Ellie Advisor,4300000.0,False,False,,,,,,2026-08-07
2026-08,732654683359494,1,3212813586,Đến hạn,Normal,"1-20, idle<=90",2026-03-03,2026-03-03 22:17:18,9,7,2026-07-31 21:30:00,0.0,Ta Thi Thu Phuong,Inhouse 2,Ta Thi Thu Phuong,Inhouse 2,Tran Thu Ha,8950000.0,False,False,,,,,,2026-08-07
2026-08,725542328160514,6,3222919120,Đến hạn,Normal,"1-20, idle<=90",2026-01-22,2026-01-27 22:56:26,5,4,2026-07-29 22:00:00,2.0,Bui Thi Thai Duong,Inhouse 1,Bui Thi Thai Duong,Inhouse 1,Ellie Advisor,7950000.0,True,True,TMP_3222919120_20260731,2026-07-31 00:00:00,7950000.0,GMV,184.0,2026-08-07
2026-08,728740502886664,2,3223106686,Đến hạn,Normal,"1-20, idle<=90",2026-01-17,2026-02-09 18:15:47,16,15,2026-07-31 16:00:00,0.0,Tran Thi Son,Inhouse 1,Tran Thi Son,Inhouse 1,Diem Quynh Advisor,8250000.0,False,False,,,,,,2026-08-07
2026-08,731043908034822,3,3223612240,Đến hạn,Normal,"1-20, idle<=90",2026-02-22,2026-02-22 19:22:14,8,7,2026-07-31 22:00:00,0.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Thao Chi Advisor,8480000.0,False,False,,,,,,2026-08-07
2026-08,583250976975120,3,3224525550,Đến hạn,Normal,"1-20, idle<=90",2023-11-10,2023-11-10 12:34:01,12,10,2026-07-28 21:30:00,3.0,Dao Thi Trang,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,15128000.0,False,False,,,,,,2026-08-07
2026-08,726795404906760,3,3224853419,Đến hạn,Normal,"1-20, idle<=90",2026-01-29,2026-02-01 18:37:07,6,4,2026-07-29 17:30:00,2.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,7950000.0,True,True,TMP_3224853419_20260729,2026-07-29 00:00:00,8250000.0,GMV,177.0,2026-08-07
2026-08,684101888717056,5,3224902126,Đến hạn,Normal,"1-20, idle<=90",2025-03-31,2025-06-02 18:28:01,10,8,2026-07-30 20:30:00,1.0,Nguyen Lan Anh,Other,Le To Hai My,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,684101739270404,5,3224939632,Đến hạn,Normal,"1-20, idle<=90",2025-03-31,2025-06-02 18:38:32,10,8,2026-07-30 20:30:00,1.0,Nguyen Lan Anh,Other,Le To Hai My,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,731929659236614,4,3228391207,Đến hạn,Normal,"1-20, idle<=90",2026-01-26,2026-02-27 22:33:37,13,12,2026-07-31 20:30:00,0.0,Nguyen Linh Chi,Inhouse 1,Ho Thi Thanh,Inhouse 1,Ms Laura,23250000.0,False,False,,,,,,2026-08-07
2026-08,735103811944712,1,3228863501,Đến hạn,Normal,"1-20, idle<=90",2026-03-17,2026-03-17 17:20:11,19,18,2026-08-01 19:30:00,-1.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Diem Quynh Advisor,9580000.0,False,False,,,,,,2026-08-07
2026-08,675261360677120,1,3229702302,Đến hạn,Frozen,"1-20, idle<=90",2025-04-12,2025-04-13 13:53:27,20,20,2026-06-19 21:00:00,42.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,18820000.0,False,False,,,,,,2026-08-07
2026-08,735583395629320,6,3229785299,Đến hạn,Normal,"1-20, idle<=90",2026-02-28,2026-03-20 15:16:15,19,18,2026-07-29 21:30:00,2.0,Nguyen Thuy Trang,Inhouse 1,Nguyen Thuy Trang,Inhouse 1,Thao Chi Advisor,7685000.0,False,False,,,,,,2026-08-07
2026-08,694179437175040,5,3229959313,Đến hạn,Normal,"1-20, idle<=90",2025-06-30,2025-07-29 10:26:30,6,4,2026-07-29 17:30:00,2.0,Nguyen Lan Anh,Other,Kieu Thi Thu Quynh,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,697732151181568,3,3230777997,Đến hạn,Normal,"1-20, idle<=90",2025-07-31,2025-08-18 12:12:20,18,17,2026-07-29 11:00:00,2.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,708204856615168,2,3234408578,Đến hạn,Normal,"1-20, idle<=90",2025-02-11,2025-10-16 16:26:41,7,7,2026-07-31 19:00:00,0.0,Le To Hai My,Inhouse 1,Le To Hai My,Inhouse 1,Ms Laura,17400000.0,False,False,,,,,,2026-08-07
2026-08,735423247251714,1,3238176939,Đến hạn,Normal,"1-20, idle<=90",2026-03-19,2026-03-19 16:53:29,17,15,2026-07-29 18:00:00,2.0,Nguyen Thuy Trang,Inhouse 1,Nguyen Thuy Trang,Inhouse 1,Ms Jenny Advisor,9580000.0,False,False,,,,,,2026-08-07
2026-08,585765465307406,3,3238606168,Đến hạn,Normal,"1-20, idle<=90",2023-11-24,2023-11-24 17:51:30,8,7,2026-07-30 01:30:00,1.0,Le Thi Thuy Trinh,Other,Bui Thi Thai Duong,Inhouse 1,Ms Laura,14000000.0,False,False,,,,,,2026-08-07
2026-08,731727740702982,2,3239825171,Đến hạn,Normal,"1-20, idle<=90",2026-02-26,2026-02-27 09:39:22,10,9,2026-07-31 19:00:00,0.0,Tran Thi Thaoo,Inhouse 1,Le To Hai My,Inhouse 1,Ellie Advisor,9080000.0,True,True,TMP_3239825171_20260619,2026-06-19 00:00:00,15900000.0,GMV,111.0,2026-08-07
2026-08,636329686120716,4,3240060437,Đến hạn,Normal,"1-20, idle<=90",2024-08-31,2024-09-06 18:45:49,13,13,2026-07-31 19:00:00,0.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Ruby Advisor,14340000.0,False,False,,,,,,2026-08-07
2026-08,731757633143048,1,3241097818,Đến hạn,Normal,"1-20, idle<=90",2026-02-25,2026-02-27 12:51:01,9,8,2026-07-31 10:30:00,0.0,Dao Ngoc Lan Anh,Inhouse 1,Bui Thi Hong Van,Inhouse 1,Ellie Advisor,9080000.0,False,False,,,,,,2026-08-07
2026-08,728333170424066,8,3242875467,Đến hạn,Normal,"1-20, idle<=90",2026-01-30,2026-02-07 18:07:46,10,8,2026-07-30 22:00:00,1.0,Le Thuy Nhung,Inhouse 1,Le Thuy Nhung,Inhouse 1,Thao Chi Advisor,8250000.0,False,False,,,,,,2026-08-07
2026-08,746043700173064,2,3243779799,Đến hạn,Normal,"1-20, idle<=90",2026-04-18,2026-05-18 13:33:10,7,7,2026-08-01 10:30:00,-1.0,Ta Thi Thu Phuong,Inhouse 2,Ta Thi Thu Phuong,Inhouse 2,Tran Thu Ha,4180000.0,False,False,,,,,,2026-08-07
2026-08,729408007913730,1,3243962420,Đến hạn,Normal,"1-20, idle<=90",2026-02-12,2026-02-13 16:25:43,13,12,2026-07-31 17:00:00,0.0,Tran Thi Son,Inhouse 1,Tran Thi Son,Inhouse 1,Diem Quynh Advisor,9080000.0,False,False,,,,,,2026-08-07
2026-08,736133150212354,4,3245165642,Đến hạn,Normal,"1-20, idle<=90",2026-02-09,2026-03-25 12:15:46,17,16,2026-07-31 22:00:00,0.0,Nguyen Thuy Trang,Inhouse 1,Nguyen Thuy Trang,Inhouse 1,Thao Chi Advisor,7685000.0,False,False,,,,,,2026-08-07
2026-08,726427722883330,6,3248757238,Đến hạn,Normal,"1-20, idle<=90",2026-01-27,2026-01-27 19:21:43,13,12,2026-07-30 20:30:00,1.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,8350000.0,False,False,,,,,,2026-08-07
2026-08,726789765228802,3,3250166219,Đến hạn,Normal,"1-20, idle<=90",2026-01-20,2026-02-05 12:48:17,20,17,2026-07-28 17:00:00,3.0,Nguyen Thuy Trang,Inhouse 1,Nguyen Thuy Trang,Inhouse 1,Thao Chi Advisor,9080000.0,False,False,,,,,,2026-08-07
2026-08,747283007273222,2,3251507630,Đến hạn,Frozen,"1-20, idle<=90",2026-05-24,2026-05-25 16:03:27,15,15,2026-07-18 20:00:00,13.0,Nguyen Thi Thu Huyen,Inhouse 2,Nguyen Thi Thu Huyen,Inhouse 2,Ms Jenny Advisor,4300000.0,False,False,,,,,,2026-08-07
2026-08,732932567994626,6,3251658324,Đến hạn,Normal,"1-20, idle<=90",2026-03-04,2026-03-05 18:12:06,14,12,2026-07-30 18:30:00,1.0,Bui Thi Thai Duong,Inhouse 1,Bui Thi Thai Duong,Inhouse 1,Ellie Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,736124095920390,4,3252208107,Đến hạn,Normal,"1-20, idle<=90",2025-07-22,2026-03-23 21:24:45,14,11,2026-07-30 10:00:00,1.0,Bui Thi Hong Van,Inhouse 1,Bui Thi Hong Van,Inhouse 1,Ruby Advisor,8301500.0,False,False,,,,,,2026-08-07
2026-08,574974480197904,1,3254495092,Đến hạn,Normal,"1-20, idle<=90",2023-08-25,2023-09-25 10:07:32,1,0,2026-07-24 21:30:00,7.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,17820000.0,False,False,,,,,,2026-08-07
2026-08,748006340403464,8,3258980367,Đến hạn,Normal,"1-20, idle<=90",2026-05-29,2026-05-29 15:31:03,15,14,2026-07-31 19:00:00,0.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,12375000.0,False,False,,,,,,2026-08-07
2026-08,699673742463232,3,3259080581,Đến hạn,Normal,"1-20, idle<=90",2025-07-30,2025-08-30 17:32:31,12,11,2026-07-29 15:30:00,2.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Ruby Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,731162442977542,1,3259387472,Đến hạn,Normal,"1-20, idle<=90",2026-02-12,2026-02-24 16:38:39,15,14,2026-07-30 21:00:00,1.0,Kieu Thi Thu Quynh,Inhouse 1,Kieu Thi Thu Quynh,Inhouse 1,Thao Chi Advisor,9580000.0,False,False,,,,,,2026-08-07
2026-08,684314283479298,2,3260545746,Đến hạn,Normal,"1-20, idle<=90",2025-05-31,2025-06-03 16:10:36,20,18,2026-07-31 10:00:00,0.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Ruby Advisor,15900000.0,False,False,,,,,,2026-08-07
2026-08,731572297060616,5,3261186700,Đến hạn,Normal,"1-20, idle<=90",2026-01-28,2026-02-25 22:29:41,16,15,2026-08-01 21:30:00,-1.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Thao Chi Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,732988303677704,3,3261583823,Đến hạn,Normal,"1-20, idle<=90",2026-03-05,2026-03-09 12:20:32,18,16,2026-08-01 13:30:00,-1.0,Nguyen Linh Chi,Inhouse 1,Ho Thi Thanh,Inhouse 1,Diem Quynh Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,694568458836228,4,3263021053,Đến hạn,Normal,"1-20, idle<=90",2025-07-30,2025-07-31 15:43:47,10,10,2026-07-31 21:30:00,0.0,Le Thi Thanh Thuy,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Thao Chi Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,751055138220294,1,3263629262,Đến hạn,Normal,"1-20, idle<=90",2026-06-15,2026-06-16 18:11:33,10,8,2026-07-30 11:30:00,1.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Diem Quynh Advisor,5040000.0,False,False,,,,,,2026-08-07
2026-08,695457643245824,2,3265070913,Đến hạn,Normal,"1-20, idle<=90",2025-06-10,2025-08-09 08:45:16,18,17,2026-08-01 16:30:00,-1.0,Tran Thi Thu Hang,Inhouse 1,Bui Thi Thai Duong,Inhouse 1,Ellie Advisor,16087500.0,False,False,,,,,,2026-08-07
2026-08,684461653735680,2,3265298485,Đến hạn,Normal,"1-20, idle<=90",2025-04-28,2025-06-04 21:25:48,9,7,2026-07-29 17:30:00,2.0,Nguyen Thuy Trang,Inhouse 1,Nguyen Thuy Trang,Inhouse 1,Thao Chi Advisor,15900000.0,False,False,,,,,,2026-08-07
2026-08,746947581645058,1,3265766705,Đến hạn,Normal,"1-20, idle<=90",2026-05-23,2026-05-23 18:34:46,14,13,2026-08-01 21:30:00,-1.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Thao Chi Advisor,8775000.0,False,False,,,,,,2026-08-07
2026-08,726754402027782,1,3265899862,Đến hạn,Normal,"1-20, idle<=90",2026-01-28,2026-01-29 20:44:02,6,6,2026-07-31 13:30:00,0.0,Pham Thi Thao,Inhouse 1,Pham Thi Thao,Inhouse 1,Thao Chi Advisor,10080000.0,False,False,,,,,,2026-08-07
2026-08,732439814865160,1,3267274471,Đến hạn,Normal,"1-20, idle<=90",2026-03-02,2026-03-03 14:12:42,9,7,2026-07-30 20:00:00,1.0,Luu Thi Hoang Ngan,Inhouse 1,Luu Thi Hoang Ngan,Inhouse 1,Thao Chi Advisor,8580000.0,True,True,TMP_3267274471_20260726,2026-07-26 00:00:00,8009625.0,GMV,144.0,2026-08-07
2026-08,739829723246850,1,3267308236,Đến hạn,Normal,"1-20, idle<=90",2026-04-09,2026-04-13 12:33:20,17,14,2026-07-30 15:00:00,1.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Thao Chi Advisor,9340500.0,False,False,,,,,,2026-08-07
2026-08,749744520530184,5,3267648337,Đến hạn,Normal,"1-20, idle<=90",2026-05-09,2026-06-08 10:42:30,4,2,2026-07-31 15:30:00,0.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,4740000.0,False,False,,,,,,2026-08-07
2026-08,732062260824322,5,3268025042,Đến hạn,Normal,"1-20, idle<=90",2026-02-28,2026-03-02 19:42:55,14,12,2026-07-29 18:30:00,2.0,Le Kim Chi,Inhouse 1,Le Kim Chi,Inhouse 1,Ruby Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,693532876671232,3,3268129413,Đến hạn,Normal,"1-20, idle<=90",2025-06-30,2025-07-25 18:27:28,9,9,2026-07-31 18:30:00,0.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,691034242093312,2,3269092356,Đến hạn,Normal,"1-20, idle<=90",2025-06-30,2025-07-14 20:29:54,10,8,2026-07-30 13:00:00,1.0,Tran Thi Son,Inhouse 1,Tran Thi Son,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,681357851828480,1,3269492677,Đến hạn,Normal,"1-20, idle<=90",2025-05-17,2025-05-19 18:00:20,12,9,2026-07-29 18:30:00,2.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ruby Advisor,16960000.0,False,False,,,,,,2026-08-07
2026-08,732409248059654,2,3269516052,Đến hạn,Normal,"1-20, idle<=90",2026-03-01,2026-03-03 12:02:01,15,15,2026-08-01 16:30:00,-1.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Diem Quynh Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,669278210947332,3,3269578127,Đến hạn,Normal,"1-20, idle<=90",2025-02-10,2025-03-10 16:43:12,8,7,2026-08-01 13:30:00,-1.0,Tran Thi Thu Hang,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,619399771201792,1,3269623909,Đến hạn,Normal,"1-20, idle<=90",2024-05-31,2024-06-03 10:48:39,1,1,2026-08-01 22:30:00,-1.0,Hoang Thi Hong Tham,Offline Team HaNoi,Nguyen Kieu Trang,Inhouse 1,Thao Chi Advisor,8000000.0,False,False,,,,,,2026-08-07
2026-08,747988010684674,1,3270105568,Đến hạn,Normal,"1-20, idle<=90",2026-05-28,2026-06-01 16:44:20,6,5,2026-07-30 21:00:00,1.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ruby Advisor,4436200.0,False,False,,,,,,2026-08-07
2026-08,695154503209216,3,3270130290,Đến hạn,Normal,"1-20, idle<=90",2025-02-24,2025-08-04 09:55:16,6,6,2026-07-31 13:30:00,0.0,Le To Hai My,Inhouse 1,Le To Hai My,Inhouse 1,Ms Laura,15900000.0,False,False,,,,,,2026-08-07
2026-08,749223381170440,2,3270238462,Đến hạn,Normal,"1-20, idle<=90",2026-06-05,2026-06-05 12:45:53,9,9,2026-08-01 12:00:00,-1.0,Kieu Thi Thu Quynh,Inhouse 1,Kieu Thi Thu Quynh,Inhouse 1,Thao Chi Advisor,4740000.0,False,False,,,,,,2026-08-07
2026-08,724130631446784,7,3270365858,Đến hạn,Normal,"1-20, idle<=90",2026-01-13,2026-01-14 16:39:55,9,7,2026-07-30 19:30:00,1.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,7975500.0,False,False,,,,,,2026-08-07
2026-08,732642080678146,1,3270948207,Đến hạn,Normal,"1-20, idle<=90",2026-03-01,2026-03-03 19:52:30,13,31,2026-07-29 16:00:00,2.0,Kieu Thi Thu Quynh,Inhouse 1,Kieu Thi Thu Quynh,Inhouse 1,Thao Chi Advisor,8480000.0,True,True,TMP_3270948207_20260630,2026-06-30 00:00:00,15900000.0,GMV,118.0,2026-08-07
2026-08,698430306885888,3,3270992796,Đến hạn,Normal,"1-20, idle<=90",2024-12-31,2025-08-25 07:11:04,13,11,2026-07-29 16:00:00,2.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ellie Advisor,14840000.0,False,False,,,,,,2026-08-07
2026-08,674951120949506,3,3271497915,Đến hạn,Normal,"1-20, idle<=90",2025-03-30,2025-04-11 20:35:04,12,12,2026-07-31 20:00:00,0.0,Ho Thi Thanh,Inhouse 1,Ho Thi Thanh,Inhouse 1,Ms Laura,15400000.0,False,False,,,,,,2026-08-07
2026-08,731599992883464,4,3271654287,Đến hạn,Normal,"1-20, idle<=90",2026-01-31,2026-02-27 20:52:53,11,10,2026-07-31 21:30:00,0.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ruby Advisor,7685000.0,False,False,,,,,,2026-08-07
2026-08,731173634476294,3,3271790705,Đến hạn,Normal,"1-20, idle<=90",2025-12-31,2026-02-23 11:56:14,12,10,2026-07-29 21:00:00,2.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,8450000.0,False,False,,,,,,2026-08-07
2026-08,738078679085314,2,3272432880,Đến hạn,Normal,"1-20, idle<=90",2026-03-31,2026-04-06 18:20:34,20,19,2026-07-31 18:30:00,0.0,Kieu Thi Thu Quynh,Inhouse 1,Kieu Thi Thu Quynh,Inhouse 1,Ms Jenny Advisor,7950000.0,False,False,,,,,,2026-08-07
2026-08,702706670960896,1,3272543666,Đến hạn,Normal,"1-20, idle<=90",2025-09-15,2025-09-15 14:47:59,14,13,2026-08-01 10:30:00,-1.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ruby Advisor,18820000.0,True,True,TMP_3272543666_20260731,2026-07-31 00:00:00,7950000.0,GMV,318.0,2026-08-07
2026-08,689052670492930,3,3272543732,Đến hạn,Normal,"1-20, idle<=90",,2025-06-30 17:54:03,9,7,2026-07-29 19:30:00,2.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Ellie Advisor,15900000.0,False,False,,,,,,2026-08-07
2026-08,723198305902848,1,3272635217,Đến hạn,Normal,"1-20, idle<=90",2026-01-08,2026-01-14 18:00:00,13,13,2026-08-01 22:00:00,-1.0,Le Hung Cuong,Inhouse 2,Vu Cam Ly,Inhouse 2,Tran Thu Ha,8745000.0,False,False,,,,,,2026-08-07
2026-08,732438869256456,4,3272674173,Đến hạn,Normal,"1-20, idle<=90",2026-01-29,2026-03-02 16:37:19,15,14,2026-07-31 11:30:00,0.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Thao Chi Advisor,8080000.0,False,False,,,,,,2026-08-07
2026-08,726619812034818,3,3272771303,Đến hạn,Normal,"1-20, idle<=90",2026-01-28,2026-01-29 15:45:24,9,9,2026-08-01 16:00:00,-1.0,Hoang Thi Hong Tham,Offline Team HaNoi,Hoang Thi Hong Tham,Offline Team HaNoi,Tran Thu Ha,8980000.0,False,False,,,,,,2026-08-07
2026-08,673032989210884,2,3272992337,Đến hạn,Normal,"1-20, idle<=90",2025-03-31,2025-04-02 21:46:50,11,9,2026-07-30 21:00:00,1.0,Ho Thi Thanh,Inhouse 1,Ho Thi Thanh,Inhouse 1,Ellie Advisor,15370000.0,False,False,,,,,,2026-08-07
2026-08,685739898192130,2,3273028220,Đến hạn,Normal,"1-20, idle<=90",2025-03-29,2025-06-11 18:44:26,18,16,2026-07-30 19:30:00,1.0,Nguyen Kieu Trang,Inhouse 1,Nguyen Kieu Trang,Inhouse 1,Ruby Advisor,16340000.0,False,False,,,,,,2026-08-07
2026-08,741080522600712,2,3273115680,Đến hạn,Normal,"1-20, idle<=90",2026-04-19,2026-04-24 20:34:12,2,1,2026-08-01 22:00:00,-1.0,Tran Thi Son,Inhouse 1,Tran Thi Son,Inhouse 1,Thao Chi Advisor,8200000.0,False,False,,,,,,2026-08-07
2026-08,733318040135938,4,3273122025,Đến hạn,Frozen,"1-20, idle<=90",2026-03-06,2026-03-09 19:44:08,16,15,2026-06-10 22:00:00,51.0,Ta Thuy Van,Inhouse 1,Ta Thuy Van,Inhouse 1,Ellie Advisor,8580000.0,False,False,,,,,,2026-08-07
2026-08,752759223087368,1,3273430880,Đến hạn,Normal,"1-20, idle<=90",2026-05-29,2026-06-27 19:31:44,17,15,2026-07-29 21:00:00,2.0,Le Thi Lan Anh,Inhouse 1,Le Thi Lan Anh,Inhouse 1,Dao Thi Hoang Yen,4740000.0,False,False,,,,,,2026-08-07
