run_date,uid,loai,order_id,order_no_uid,remaining,last_study,idle_ngay,don_chua_kich_hoat,den_han_thang,sale_ban_don,team_sale_ban,sale_quan_ly,team_sale_quan_ly,teacher
2026-09-05,3172162268,Đóng băng chủ động,442226562416900,1.0,7,2021-10-11 17:00:00,1789,,,THAO,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3172165198,Đóng băng chủ động,442444160563466,1.0,0,2021-10-18 18:00:00,1782,,,THAO,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
2026-09-05,3172218734,Đóng băng chủ động,442226634787076,1.0,0,2022-06-09 21:30:00,1548,,,An,Other,Dao Thi Trang,Inhouse 1,Dao Thi Trang
2026-09-05,3172440873,Đóng băng chủ động,442452703428866,1.0,0,2021-09-24 17:30:00,1806,,,黄黎高原,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3172553769,Im lặng rời bỏ,442782918164746,1.0,6,2022-09-06 21:00:00,1459,,,TLinh,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3172563183,Đóng băng chủ động,442636194556162,1.0,0,2021-10-02 20:30:00,1798,,,An,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3172564105,Đóng băng chủ động,442811516213506,1.0,0,2021-10-14 21:30:00,1786,,,TLinh,Other,Dao Thi Trang,Inhouse 1,Dao Thi Trang
2026-09-05,3172575813,Đóng băng chủ động,442636050700548,1.0,7,2021-10-22 19:30:00,1778,,,陈氏玄,Other,,Not have Sale care,Ellie Advisor
2026-09-05,3172725891,Đóng băng chủ động,443127510503682,1.0,0,2022-08-17 22:00:00,1479,,,Nen,Other,Nguyen Thi Phuong,Other,Nguyen Lan Anh
2026-09-05,3172806378,Đóng băng chủ động,443142162006282,1.0,0,2021-10-30 11:00:00,1770,,,TLinh,Other,Nguyen Thi Hai Yen 2,Other,Dao Thi Trang
2026-09-05,3172827409,Đóng băng chủ động,444709232955658,1.0,0,2021-12-12 23:30:00,1727,,,Hang,Other,Nguyen Thi Hai Yen 2,Other,Dao Thi Trang
2026-09-05,3172885419,Đóng băng chủ động,442811432800514,1.0,0,2021-10-23 11:00:00,1777,,,An,Other,Dao Thi Trang,Inhouse 1,Dao Thi Trang
2026-09-05,3173012036,Đóng băng chủ động,443665253763332,1.0,0,2021-10-05 20:30:00,1795,,,黎氏清水,Other,Tran Thi Son,Inhouse 1,Dao Thi Trang
2026-09-05,3173018504,Đóng băng chủ động,443636912281860,1.0,0,2021-11-15 21:30:00,1754,,,黎氏清水,Other,Nguyen Thi Hai Yen 2,Other,Dao Thi Trang
2026-09-05,3173034529,Đóng băng chủ động,443373693036810,1.0,0,2021-10-10 11:30:00,1790,,,Thuy,Other,Le Thuy Nhung,Inhouse 1,Dao Thi Trang
2026-09-05,3173136174,Đóng băng chủ động,443636690182402,1.0,7,2021-10-06 20:00:00,1794,,,梁氏蓉,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3173147398,Đóng băng chủ động,443274820419842,1.0,0,2022-06-16 22:00:00,1541,,,THAO,Other,Dao Thi Trang,Inhouse 1,Nguyen Lan Anh
2026-09-05,3173155494,Đóng băng chủ động,443324792918274,1.0,0,2021-10-22 21:00:00,1778,,,An,Other,Le Thuy Nhung,Inhouse 1,Dao Thi Trang
2026-09-05,3173216018,Im lặng rời bỏ,534229179621644,2.0,7,2023-10-03 22:00:00,1067,,,Nen,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3173338542,Đóng băng chủ động,443982293600514,1.0,0,2021-10-06 17:00:00,1794,,,THAO,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3173372802,Im lặng rời bỏ,443636611133700,1.0,1,2021-10-05 14:00:00,1795,,,阮氏金玲,Other,Tran Thi Son,Inhouse 1,Dao Thi Trang
2026-09-05,3173642909,Đóng băng chủ động,443665394632970,1.0,0,2022-06-30 17:00:00,1527,,,陈氏玄,Other,Bui Lam Linh,Inhouse 1,Nguyen Lan Anh
2026-09-05,3173644162,Im lặng rời bỏ,479226682753296,2.0,1,2022-08-19 17:30:00,1477,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3173896362,Im lặng rời bỏ,443847749703946,1.0,1,2022-12-08 19:30:00,1366,,,陈氏玄,Other,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
2026-09-05,3173900719,Đóng băng chủ động,483434834428172,2.0,0,2022-09-08 20:00:00,1457,,,阮氏金玲,Other,Le Hung Cuong,Inhouse 2,Dao Thi Trang
2026-09-05,3173933641,Đóng băng chủ động,443864876947716,1.0,0,2022-01-03 18:30:00,1705,,,梁氏蓉,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
2026-09-05,3173973176,Đóng băng chủ động,443812538810634,1.0,0,2022-08-13 19:00:00,1483,,,陈氏玄,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3173992570,Đóng băng chủ động,444045268033796,1.0,0,2021-10-04 11:30:00,1796,,,黎氏清水,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174040944,Đóng băng chủ động,444045384925442,1.0,0,2022-01-13 18:30:00,1695,,,阮氏金玲,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174060731,Im lặng rời bỏ,489660905175308,2.0,28,2023-03-06 19:30:00,1278,,,Hong,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3174115914,Đóng băng chủ động,444209445894404,1.0,0,2021-09-28 19:00:00,1802,,,An,Other,Le Hung Cuong,Inhouse 2,Dao Thi Trang
2026-09-05,3174132761,Đóng băng chủ động,443864929351938,1.0,0,2021-11-19 15:00:00,1750,,,陈氏玄,Other,Dang Kim Thuong,Inhouse 1,Dao Thi Trang
2026-09-05,3174204822,Đóng băng chủ động,444034762959106,1.0,0,2021-09-25 12:30:00,1805,,,An,Other,Bui Thi Nga,Inhouse 2,Dao Thi Trang
2026-09-05,3174238746,Đóng băng chủ động,444190497245442,1.0,0,2022-10-15 20:30:00,1420,,,黄氏庆璃,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174251563,Im lặng rời bỏ,479051468335376,1.0,1,2023-06-09 22:00:00,1183,,,阮氏金玲,Other,Nguyen Nhu Ngoc,Inhouse 1,Ms Laura
2026-09-05,3174311649,Im lặng rời bỏ,445083565142276,1.0,1,2021-10-14 21:00:00,1786,,,Nen,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3174442996,Im lặng rời bỏ,,,6,2022-02-23 20:00:00,1654,,,,Not have Sale care,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3174445777,Im lặng rời bỏ,462572630130958,1.0,8,2023-01-24 19:30:00,1319,,,愈氏清水,Other,Dao Thi Trang,Inhouse 1,Thao Chi Advisor
2026-09-05,3174483459,Đóng băng chủ động,444900218945794,1.0,0,2022-03-05 14:30:00,1644,,,陈氏玄,Other,Le Thi Thu Yen,Inhouse 1,Nguyen Lan Anh
2026-09-05,3174550384,Đóng băng chủ động,446317224657154,1.0,0,2021-10-06 20:30:00,1794,,,Hang,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174556699,Đóng băng chủ động,444733999706370,1.0,0,2022-02-15 16:00:00,1662,,,黎氏清水,Other,Nguyen Thi Hang Nga,Inhouse 1,Dao Thi Trang
2026-09-05,3174621519,Đóng băng chủ động,445095660603650,1.0,0,2022-08-19 13:30:00,1477,,,黄黎高原,Other,Nguyen Thi Thuy Hang,Other,Dao Thi Trang
2026-09-05,3174750703,Đóng băng chủ động,448089918662914,1.0,0,2021-10-16 21:00:00,1784,,,阮氏金玲,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174787624,Đóng băng chủ động,444783661422850,1.0,8,2021-10-21 11:30:00,1779,,,THAO,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3174795022,Đóng băng chủ động,444727264268548,1.0,0,2021-10-19 11:00:00,1781,,,PAn,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174913013,Đóng băng chủ động,445429891371274,1.0,0,2021-10-10 21:00:00,1790,,,武氏茹月,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3174916955,Đóng băng chủ động,445045936292106,1.0,6,2021-10-08 20:00:00,1792,,,Nen,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3174967916,Đóng băng chủ động,445413595638018,1.0,0,2021-10-19 18:00:00,1781,,,PAn,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3175070153,Đóng băng chủ động,445667253942532,1.0,6,2021-11-20 10:00:00,1749,,,Nen,Other,Ta Thuy Van,Inhouse 1,Ellie Advisor
2026-09-05,3175078378,Đóng băng chủ động,445429965695242,1.0,0,2021-10-20 16:30:00,1780,,,愈氏清水,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3175112440,Đóng băng chủ động,446625990680834,1.0,0,2021-11-15 16:00:00,1754,,,Linh,Other,Le Thi Le,Other,Dao Thi Trang
2026-09-05,3175138804,Đóng băng chủ động,445809577451786,1.0,0,2021-11-12 20:30:00,1757,,,Quyen,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3175381551,Đóng băng chủ động,445478433227010,1.0,0,2021-10-17 21:00:00,1783,,,Ly,Other,Nguyen Thuy Trang,Inhouse 1,Dao Thi Trang
2026-09-05,3175428012,Đóng băng chủ động,445413660174602,1.0,0,2021-11-04 10:00:00,1765,,,PAn,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3175436525,Đóng băng chủ động,445490528297226,1.0,0,2022-06-28 21:30:00,1529,,,黄氏庆璃,Other,Mai Thi Lien,Inhouse 2,Ellie Advisor
2026-09-05,3175648884,Đóng băng chủ động,447371065495818,1.0,0,2021-11-25 22:00:00,1744,,,Hang,Other,Tran Thi Son,Inhouse 1,Dao Thi Trang
2026-09-05,3175781262,Đóng băng chủ động,446990196656394,1.0,8,2021-11-03 21:30:00,1766,,,THAO,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3175827804,Đóng băng chủ động,446309874196738,1.0,0,2021-11-30 10:00:00,1739,,,阮氏金玲,Other,Vu Thi Thu Thuy,Other,Dao Thi Trang
2026-09-05,3175859063,Im lặng rời bỏ,446168063863042,1.0,5,2025-09-30 19:00:00,339,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3175937456,Đóng băng chủ động,455922311229698,1.0,1,2021-12-17 21:00:00,1722,,,Ly,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3175939697,Đóng băng chủ động,446368312649988,1.0,0,2021-10-25 11:00:00,1775,,,愈氏清水,Other,Le Thi Lan Anh,Inhouse 1,Dao Thi Trang
2026-09-05,3175940588,Đóng băng chủ động,446989639207178,1.0,0,2021-10-17 10:00:00,1783,,,Thuy,Other,Bui Thi Nga,Inhouse 2,Dao Thi Trang
2026-09-05,3175953481,Đóng băng chủ động,447186182689034,1.0,0,2021-11-12 21:30:00,1757,,,Ly,Other,Lai Ngoc Thuy Linh,Ho Chi Minh,Dao Thi Trang
2026-09-05,3175969791,Đóng băng chủ động,446310182791426,1.0,0,2021-10-31 09:00:00,1769,,,武氏茹月,Other,Tran Thi Thu Hang,Inhouse 1,Dao Thi Trang
2026-09-05,3175979233,Đóng băng chủ động,446990029963524,1.0,0,2021-11-14 15:30:00,1755,,,Linh,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3175998874,Đóng băng chủ động,446990297463050,1.0,0,2021-10-08 20:00:00,1792,,,Orchid,Other,Le Thi Thu Yen,Inhouse 1,Dao Thi Trang
2026-09-05,3176022474,Im lặng rời bỏ,462755330322704,1.0,1,2022-05-20 19:00:00,1568,,,阮氏金玲,Other,Bui Thi Hong Van,Inhouse 1,Ruby Advisor
2026-09-05,3176028633,Đóng băng chủ động,447029246996740,1.0,0,2021-10-22 20:30:00,1778,,,武氏茹月,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3176104360,Đóng băng chủ động,446306362972418,1.0,0,2021-11-30 09:00:00,1739,,,Orchid,Other,Nguyen Phuong Thuy,Inhouse 1,Nguyen Phuong Thuy
2026-09-05,3176170403,Đóng băng chủ động,446657621506306,1.0,6,2021-10-12 22:00:00,1788,,,梁氏蓉,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3176244637,Đóng băng chủ động,446855458099458,1.0,0,2021-11-21 20:00:00,1748,,,Truc,Other,Luu Thi Hoang Ngan,Inhouse 1,Dao Thi Trang
2026-09-05,3176247307,Đóng băng chủ động,446989863459074,1.0,0,2021-10-28 19:00:00,1772,,,Linh,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3176287556,Im lặng rời bỏ,446869333360900,1.0,47,2024-09-14 16:30:00,720,,,黄黎高原,Other,Dao Thi Trang,Inhouse 1,Ellie Advisor
2026-09-05,3176290600,Đóng băng chủ động,448252651901194,1.0,0,2021-11-15 19:30:00,1754,,,Quyen,Other,Nguyen Thi Phuong,Other,Dao Thi Trang
2026-09-05,3176314034,Đóng băng chủ động,447893979984138,1.0,0,2021-10-18 16:00:00,1782,,,Ly,Other,Ta Thuy Van,Inhouse 1,Dao Thi Trang
2026-09-05,3176341507,Đóng băng chủ động,447248878053634,1.0,0,2022-05-21 11:30:00,1567,,,Linh,Other,Le Thi Lan Anh,Inhouse 1,Dao Thi Trang
